date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
2016-06-15,Sorghum - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Fatick,47586,Mbar,428,65,15,5,1,428_65_15_5,
2016-12-15,Sorghum - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Fatick,47586,Mbar,428,65,15,5,1,428_65_15_5,
2017-01-15,Sorghum - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Fatick,47586,Mbar,428,65,15,5,1,428_65_15_5,
2008-01-15,Rice (local) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Fatick,47586,Mbar,428,71,15,5,1,428_71_15_5,
2009-10-15,Rice (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Mbar,428,71,15,5,1,428_71_15_5,
2012-01-15,Rice (local) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Fatick,47586,Mbar,428,71,15,5,1,428_71_15_5,
2015-07-15,Rice (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Fatick,47586,Mbar,428,71,15,5,1,428_71_15_5,
2016-03-15,Rice (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Fatick,47586,Mbar,428,71,15,5,1,428_71_15_5,
2016-05-15,Rice (local) - Retail,KG,cereals and tubers,260.0,XOF,Senegal,Fatick,47586,Mbar,428,71,15,5,1,428_71_15_5,
2017-01-15,Rice (local) - Retail,KG,cereals and tubers,260.0,XOF,Senegal,Fatick,47586,Mbar,428,71,15,5,1,428_71_15_5,
2017-05-15,Rice (local) - Retail,KG,cereals and tubers,275.0,XOF,Senegal,Fatick,47586,Mbar,428,71,15,5,1,428_71_15_5,
2007-01-15,Millet - Retail,KG,cereals and tubers,126.6667,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2007-02-15,Millet - Retail,KG,cereals and tubers,131.25,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2007-03-15,Millet - Retail,KG,cereals and tubers,137.5,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2007-04-15,Millet - Retail,KG,cereals and tubers,149.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2007-05-15,Millet - Retail,KG,cereals and tubers,142.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2007-06-15,Millet - Retail,KG,cereals and tubers,147.5,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2007-07-15,Millet - Retail,KG,cereals and tubers,178.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2007-08-15,Millet - Retail,KG,cereals and tubers,198.3333,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2007-09-15,Millet - Retail,KG,cereals and tubers,185.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2007-10-15,Millet - Retail,KG,cereals and tubers,146.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2007-11-15,Millet - Retail,KG,cereals and tubers,157.5,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2007-12-15,Millet - Retail,KG,cereals and tubers,150.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2008-01-15,Millet - Retail,KG,cereals and tubers,177.5,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2008-02-15,Millet - Retail,KG,cereals and tubers,170.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2008-03-15,Millet - Retail,KG,cereals and tubers,170.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2008-04-15,Millet - Retail,KG,cereals and tubers,195.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2008-05-15,Millet - Retail,KG,cereals and tubers,195.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2008-06-15,Millet - Retail,KG,cereals and tubers,202.5,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2008-07-15,Millet - Retail,KG,cereals and tubers,203.3333,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2008-08-15,Millet - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2008-09-15,Millet - Retail,KG,cereals and tubers,210.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2008-11-15,Millet - Retail,KG,cereals and tubers,160.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2008-12-15,Millet - Retail,KG,cereals and tubers,145.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2009-01-15,Millet - Retail,KG,cereals and tubers,185.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2009-02-15,Millet - Retail,KG,cereals and tubers,160.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2009-03-15,Millet - Retail,KG,cereals and tubers,160.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2009-04-15,Millet - Retail,KG,cereals and tubers,165.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2009-05-15,Millet - Retail,KG,cereals and tubers,185.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2009-06-15,Millet - Retail,KG,cereals and tubers,190.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2009-07-15,Millet - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2009-08-15,Millet - Retail,KG,cereals and tubers,185.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2009-10-15,Millet - Retail,KG,cereals and tubers,140.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2009-11-15,Millet - Retail,KG,cereals and tubers,145.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2009-12-15,Millet - Retail,KG,cereals and tubers,140.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2010-01-15,Millet - Retail,KG,cereals and tubers,150.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2010-02-15,Millet - Retail,KG,cereals and tubers,145.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2010-04-15,Millet - Retail,KG,cereals and tubers,145.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2010-05-15,Millet - Retail,KG,cereals and tubers,150.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2010-07-15,Millet - Retail,KG,cereals and tubers,165.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2010-08-15,Millet - Retail,KG,cereals and tubers,155.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2010-09-15,Millet - Retail,KG,cereals and tubers,130.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2010-11-15,Millet - Retail,KG,cereals and tubers,115.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2010-12-15,Millet - Retail,KG,cereals and tubers,137.5,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2011-01-15,Millet - Retail,KG,cereals and tubers,168.3333,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2011-02-15,Millet - Retail,KG,cereals and tubers,170.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2011-03-15,Millet - Retail,KG,cereals and tubers,178.3333,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2011-04-15,Millet - Retail,KG,cereals and tubers,172.5,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2011-05-15,Millet - Retail,KG,cereals and tubers,180.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2011-06-15,Millet - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2011-07-15,Millet - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2011-08-15,Millet - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2011-09-15,Millet - Retail,KG,cereals and tubers,180.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2011-10-15,Millet - Retail,KG,cereals and tubers,165.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2011-11-15,Millet - Retail,KG,cereals and tubers,165.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2011-12-15,Millet - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2012-01-15,Millet - Retail,KG,cereals and tubers,172.5,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2012-02-15,Millet - Retail,KG,cereals and tubers,182.5,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2012-03-15,Millet - Retail,KG,cereals and tubers,177.5,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2012-04-15,Millet - Retail,KG,cereals and tubers,181.6667,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2012-05-15,Millet - Retail,KG,cereals and tubers,188.75,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2012-06-15,Millet - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2012-07-15,Millet - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2012-08-15,Millet - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2015-04-15,Millet - Retail,KG,cereals and tubers,180.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2015-05-15,Millet - Retail,KG,cereals and tubers,170.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2015-07-15,Millet - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2015-08-15,Millet - Retail,KG,cereals and tubers,160.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2015-09-15,Millet - Retail,KG,cereals and tubers,150.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2015-10-15,Millet - Retail,KG,cereals and tubers,140.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2015-12-15,Millet - Retail,KG,cereals and tubers,150.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2016-01-15,Millet - Retail,KG,cereals and tubers,150.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2016-03-15,Millet - Retail,KG,cereals and tubers,150.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2016-05-15,Millet - Retail,KG,cereals and tubers,155.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2016-06-15,Millet - Retail,KG,cereals and tubers,150.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2016-07-15,Millet - Retail,KG,cereals and tubers,155.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2016-09-15,Millet - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2016-10-15,Millet - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2016-11-15,Millet - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2016-12-15,Millet - Retail,KG,cereals and tubers,195.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2017-01-15,Millet - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2017-02-15,Millet - Retail,KG,cereals and tubers,190.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2017-03-15,Millet - Retail,KG,cereals and tubers,185.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2017-05-15,Millet - Retail,KG,cereals and tubers,210.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2017-07-15,Millet - Retail,KG,cereals and tubers,220.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2017-08-15,Millet - Retail,KG,cereals and tubers,220.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2017-11-15,Millet - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Mbar,428,73,15,5,1,428_73_15_5,
2007-08-15,Maize (imported) - Retail,KG,cereals and tubers,197.5,XOF,Senegal,Fatick,47586,Mbar,428,158,15,5,1,428_158_15_5,
2007-09-15,Maize (imported) - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Fatick,47586,Mbar,428,158,15,5,1,428_158_15_5,
2007-10-15,Maize (imported) - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Fatick,47586,Mbar,428,158,15,5,1,428_158_15_5,
2008-03-15,Maize (imported) - Retail,KG,cereals and tubers,180.0,XOF,Senegal,Fatick,47586,Mbar,428,158,15,5,1,428_158_15_5,
2008-04-15,Maize (imported) - Retail,KG,cereals and tubers,180.0,XOF,Senegal,Fatick,47586,Mbar,428,158,15,5,1,428_158_15_5,
2008-05-15,Maize (imported) - Retail,KG,cereals and tubers,190.0,XOF,Senegal,Fatick,47586,Mbar,428,158,15,5,1,428_158_15_5,
2008-06-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Mbar,428,158,15,5,1,428_158_15_5,
2008-07-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Mbar,428,158,15,5,1,428_158_15_5,
2008-08-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Mbar,428,158,15,5,1,428_158_15_5,
2008-09-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Mbar,428,158,15,5,1,428_158_15_5,
2009-01-15,Maize (imported) - Retail,KG,cereals and tubers,185.0,XOF,Senegal,Fatick,47586,Mbar,428,158,15,5,1,428_158_15_5,
2009-04-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Mbar,428,158,15,5,1,428_158_15_5,
2009-05-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Mbar,428,158,15,5,1,428_158_15_5,
2009-07-15,Maize (imported) - Retail,KG,cereals and tubers,180.0,XOF,Senegal,Fatick,47586,Mbar,428,158,15,5,1,428_158_15_5,
2009-08-15,Maize (imported) - Retail,KG,cereals and tubers,180.0,XOF,Senegal,Fatick,47586,Mbar,428,158,15,5,1,428_158_15_5,
2009-10-15,Maize (imported) - Retail,KG,cereals and tubers,180.0,XOF,Senegal,Fatick,47586,Mbar,428,158,15,5,1,428_158_15_5,
2009-11-15,Maize (imported) - Retail,KG,cereals and tubers,160.0,XOF,Senegal,Fatick,47586,Mbar,428,158,15,5,1,428_158_15_5,
2011-12-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Mbar,428,158,15,5,1,428_158_15_5,
2015-09-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Mbar,428,158,15,5,1,428_158_15_5,
2007-03-15,Maize (local) - Retail,KG,cereals and tubers,160.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2007-05-15,Maize (local) - Retail,KG,cereals and tubers,160.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2007-06-15,Maize (local) - Retail,KG,cereals and tubers,160.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2007-07-15,Maize (local) - Retail,KG,cereals and tubers,160.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2008-01-15,Maize (local) - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2008-08-15,Maize (local) - Retail,KG,cereals and tubers,185.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2008-10-15,Maize (local) - Retail,KG,cereals and tubers,190.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2008-11-15,Maize (local) - Retail,KG,cereals and tubers,137.5,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2009-02-15,Maize (local) - Retail,KG,cereals and tubers,177.5,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2009-03-15,Maize (local) - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2009-04-15,Maize (local) - Retail,KG,cereals and tubers,177.5,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2009-05-15,Maize (local) - Retail,KG,cereals and tubers,180.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2009-06-15,Maize (local) - Retail,KG,cereals and tubers,185.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2009-07-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2009-08-15,Maize (local) - Retail,KG,cereals and tubers,183.3333,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2009-10-15,Maize (local) - Retail,KG,cereals and tubers,157.5,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2009-11-15,Maize (local) - Retail,KG,cereals and tubers,155.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2009-12-15,Maize (local) - Retail,KG,cereals and tubers,147.5,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2010-01-15,Maize (local) - Retail,KG,cereals and tubers,165.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2010-02-15,Maize (local) - Retail,KG,cereals and tubers,170.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2010-03-15,Maize (local) - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2010-04-15,Maize (local) - Retail,KG,cereals and tubers,182.5,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2010-05-15,Maize (local) - Retail,KG,cereals and tubers,195.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2010-06-15,Maize (local) - Retail,KG,cereals and tubers,193.3333,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2010-07-15,Maize (local) - Retail,KG,cereals and tubers,197.5,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2010-08-15,Maize (local) - Retail,KG,cereals and tubers,180.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2010-09-15,Maize (local) - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2010-11-15,Maize (local) - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2010-12-15,Maize (local) - Retail,KG,cereals and tubers,165.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2011-01-15,Maize (local) - Retail,KG,cereals and tubers,165.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2011-02-15,Maize (local) - Retail,KG,cereals and tubers,165.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2011-03-15,Maize (local) - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2011-04-15,Maize (local) - Retail,KG,cereals and tubers,155.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2011-05-15,Maize (local) - Retail,KG,cereals and tubers,150.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2011-06-15,Maize (local) - Retail,KG,cereals and tubers,162.5,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2011-07-15,Maize (local) - Retail,KG,cereals and tubers,176.6667,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2011-08-15,Maize (local) - Retail,KG,cereals and tubers,162.5,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2011-09-15,Maize (local) - Retail,KG,cereals and tubers,197.5,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2011-10-15,Maize (local) - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2011-11-15,Maize (local) - Retail,KG,cereals and tubers,160.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2012-01-15,Maize (local) - Retail,KG,cereals and tubers,180.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2012-02-15,Maize (local) - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2012-03-15,Maize (local) - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2012-04-15,Maize (local) - Retail,KG,cereals and tubers,170.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2012-05-15,Maize (local) - Retail,KG,cereals and tubers,165.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2012-06-15,Maize (local) - Retail,KG,cereals and tubers,202.5,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2012-07-15,Maize (local) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2012-08-15,Maize (local) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2012-10-15,Maize (local) - Retail,KG,cereals and tubers,186.6667,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2012-11-15,Maize (local) - Retail,KG,cereals and tubers,182.5,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2012-12-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2013-01-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2013-02-15,Maize (local) - Retail,KG,cereals and tubers,190.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2013-03-15,Maize (local) - Retail,KG,cereals and tubers,180.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2013-04-15,Maize (local) - Retail,KG,cereals and tubers,215.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2013-05-15,Maize (local) - Retail,KG,cereals and tubers,196.6667,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2013-06-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2013-07-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2013-08-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2013-09-15,Maize (local) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2013-10-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2013-11-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2013-12-15,Maize (local) - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2014-01-15,Maize (local) - Retail,KG,cereals and tubers,210.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2014-02-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2014-03-15,Maize (local) - Retail,KG,cereals and tubers,210.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2014-04-15,Maize (local) - Retail,KG,cereals and tubers,210.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2014-05-15,Maize (local) - Retail,KG,cereals and tubers,210.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2014-06-15,Maize (local) - Retail,KG,cereals and tubers,210.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2014-07-15,Maize (local) - Retail,KG,cereals and tubers,220.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2014-08-15,Maize (local) - Retail,KG,cereals and tubers,220.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2014-09-15,Maize (local) - Retail,KG,cereals and tubers,220.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2014-10-15,Maize (local) - Retail,KG,cereals and tubers,206.6667,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2014-11-15,Maize (local) - Retail,KG,cereals and tubers,210.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2014-12-15,Maize (local) - Retail,KG,cereals and tubers,157.5,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
2015-01-15,Maize (local) - Retail,KG,cereals and tubers,180.0,XOF,Senegal,Fatick,47586,Passy,436,56,15,5,1,436_56_15_5,
